,neighborhood,city,population,density,family_size,income_household_median,income_individual_median,home_ownership,housing_units,home_value,rent_median,rent_burden,labor_force_participation,unemployment_rate,poverty,total_units,rent_per_month,hh_income,price
455,South Ozone Park,new-york-city,51831.0,9494.5,3.99,89027.0,34660.0,70.1,13555.0,588961.0,1833.0,33.8,63.6,8.3,9.2,180,510.0,,160.07142857142858
456,South Slope,new-york-city,73419.0,12952.2,3.07,156930.0,80126.0,41.6,29395.0,1448428.0,2446.0,24.1,77.9,6.0,6.0,367,317.0,,182.52147239263803
457,Springfield Gardens,new-york-city,45661.0,5844.5,3.85,104236.0,41049.0,74.4,12983.0,528972.0,1825.0,27.3,63.4,5.1,6.5,223,634.0,,133.77443609022558
458,St. Albans,new-york-city,41782.0,9806.9,4.1,93429.0,37899.0,76.6,11500.0,509318.0,1508.0,39.8,63.7,4.9,8.9,409,513.0,,123.25954198473282
459,Sunnyside,new-york-city,27575.0,24351.0,3.18,81142.0,46992.0,22.4,11864.0,528147.0,1764.0,27.4,70.1,6.6,10.0,53,387.0,,105.1438127090301
460,Sunset Park,new-york-city,122085.0,14887.599999999999,7.35,67038.5,29243.0,26.4,36694.0,1658386.0,1660.0,32.5,65.0,6.9,19.35,1746,434.5,,129.51601423487546
461,Todt Hill,new-york-city,43849.0,4850.0,3.44,64539.0,32532.0,48.4,15160.0,563088.0,1234.0,41.1,58.2,6.1,17.1,3445,461.0,,231.5
462,Tottenville,new-york-city,14828.0,3548.0,3.4,117469.0,53721.0,78.4,5146.0,762582.0,1388.0,29.3,58.1,1.2,4.3,6,-4.0,,265.2
463,Tremont,new-york-city,79443.0,23260.1,3.71,38066.0,19978.0,6.1,25682.0,0.0,1254.0,43.2,59.8,13.1,32.9,7297,474.0,,91.44444444444444
464,Tribeca,new-york-city,37757.0,20377.0,5.6899999999999995,193786.5,88980.0,30.1,15580.0,4000002.0,2726.0,18.8,68.35,3.15,6.35,418,315.5,,559.459595959596
465,Upper East Side,new-york-city,205353.0,49811.96666666667,16.82,132795.83333333334,88715.0,31.316666666666666,105000.0,6497693.0,2533.8333333333335,27.96666666666667,69.26666666666667,3.1166666666666667,6.05,2007,323.6666666666667,,265.8486627527723
466,Upper West Side,new-york-city,232499.0,37649.075,11.89,143976.0,91991.25,35.55,109024.0,5918471.0,2355.5,25.2,68.175,8.725,14.200000000000001,8426,458.0,,264.7560975609756
467,Van Nest,new-york-city,78470.0,20232.0,3.33,59032.0,31785.0,22.2,29843.0,394749.0,1522.0,33.6,64.8,9.4,18.5,2973,484.0,,191.66666666666666
468,Wakefield,new-york-city,75767.0,14517.6,3.55,62918.0,31875.0,39.7,25014.0,496034.0,1383.0,37.9,61.2,9.9,17.3,4201,534.0,,103.04347826086956
469,Washington Heights,new-york-city,167039.0,35076.833333333336,11.09,60463.0,28267.0,12.033333333333333,58540.0,1034268.0,1471.6666666666667,32.199999999999996,66.0,13.066666666666668,17.599999999999998,6177,406.0,,116.27759197324414
470,West Brighton,new-york-city,25976.0,5564.4,3.37,96161.0,43580.0,61.6,9070.0,560265.0,1433.0,38.2,61.9,3.9,13.4,1094,517.0,,80.5
471,West Farms,new-york-city,59979.0,15452.5,3.39,31504.0,20868.0,10.7,21480.0,490637.0,1191.0,53.4,57.9,14.4,34.7,8188,482.0,,102.4
472,West Village,new-york-city,29815.0,23740.9,2.58,136559.0,100224.0,29.6,17685.0,1265169.0,2587.0,24.4,78.6,7.4,6.6,86,371.0,,335.6929460580913
473,Whitestone,new-york-city,44030.0,5997.5,3.45,88580.0,38882.0,74.3,15456.0,819469.0,1947.0,38.0,56.6,7.2,7.5,13,399.0,,321.8125
474,Williamsburg,new-york-city,199249.0,21820.8,10.68,81108.66666666667,42615.0,14.733333333333334,73149.0,3026881.0,1963.6666666666667,31.766666666666666,69.63333333333334,6.966666666666666,28.2,19314,521.6666666666666,,177.55705574912892
475,Woodhaven,new-york-city,42704.0,12832.4,3.98,76721.0,33287.0,51.7,11676.0,597916.0,1819.0,33.1,62.8,7.8,9.9,350,505.0,,88.53164556962025
476,Woodlawn,new-york-city,16446.0,4422.5,3.34,70107.0,34745.0,36.1,6412.0,500614.0,1521.0,33.3,63.7,5.1,9.5,280,491.0,,99.7
477,Woodrow,new-york-city,99767.0,2749.75,6.859999999999999,104187.5,47226.0,82.1,33822.0,1228378.0,1626.5,31.099999999999998,61.349999999999994,4.5,6.550000000000001,86,597.5,,143.5
478,Woodside,new-york-city,85255.0,13001.1,3.36,66325.0,34878.0,30.9,32419.0,581711.0,1609.0,31.1,64.5,5.5,9.0,1721,561.0,,84.60756501182033
479,Pacific Grove,pacific-grove,15169.0,2085.8,2.9,92980.0,52722.0,46.7,6731.0,927252.0,2115.0,31.8,61.3,5.5,5.6,138,454.0,,330.7489539748954
480,Central Oahu,hawaii,166184.0,923.1333333333333,11.1,102213.33333333333,41985.0,71.10000000000001,50674.0,2044835.0,1990.6666666666667,34.5,65.60000000000001,3.3000000000000003,5.666666666666667,1465,555.6666666666666,,171.23809523809524
481,East Honolulu,hawaii,49871.0,864.0999999999999,6.38,141663.5,56306.0,83.5,17359.0,2045788.0,2865.5,31.099999999999998,60.7,4.05,3.5,74,253.5,,474.8829787234043
482,Ewa,hawaii,131561.0,1145.65,7.53,112276.0,44579.0,69.7,36937.0,1282638.0,2372.5,34.7,71.15,4.6,6.6,1332,613.5,,516.2126099706745
483,Hamakua,hawaii,5895.0,9.15,6.48,61128.0,29366.5,73.85,2029.0,840563.0,1194.0,33.6,60.85,9.5,13.3,64,178.5,,220.45882352941177
484,Hana,hawaii,938.0,2.2,3.3,50486.0,30208.0,44.5,371.0,326760.0,3173.0,41.8,64.4,15.8,18.0,5,-4.0,,344.5921052631579
485,Kapaa-Wailua,hawaii,23787.0,132.46666666666667,10.18,84153.0,32793.0,66.0,7520.0,1074442.0,1605.5,46.0,65.66666666666667,3.233333333333333,6.366666666666667,359,158.66666666666666,,451.740625
486,Kau,hawaii,8845.0,15.733333333333334,11.94,44542.0,24475.666666666668,77.63333333333334,3335.0,664281.0,762.6666666666666,27.299999999999997,50.36666666666667,12.833333333333334,20.033333333333335,55,272.6666666666667,,206.67489711934155
487,Kihei-Makena,hawaii,29547.0,313.7,3.16,83322.0,38547.0,61.3,10853.0,715859.0,1886.0,36.1,67.0,6.4,9.3,243,498.0,,535.0533683289589
488,Koloa-Poipu,hawaii,12778.0,195.66666666666666,10.64,81255.0,37613.0,58.23333333333333,4195.0,2090121.0,1548.3333333333333,29.566666666666663,63.53333333333334,11.866666666666667,9.0,279,340.6666666666667,,549.9824010056568
489,Koolauloa,hawaii,16568.0,232.275,16.740000000000002,96270.25,33691.75,55.300000000000004,3768.0,3172106.0,1766.5,34.8,68.925,5.525,8.525,115,241.75,,458.5719120135364
490,Koolaupoko,hawaii,116971.0,629.6666666666666,11.54,115508.0,42345.666666666664,71.83333333333333,36027.0,2525644.0,2102.3333333333335,33.300000000000004,65.26666666666667,4.1000000000000005,5.966666666666666,724,575.6666666666666,,502.27272727272725
491,Lahaina,hawaii,23473.0,95.1,3.56,90000.0,40128.0,56.0,7272.0,776958.0,1810.0,32.9,72.6,7.0,9.3,180,465.0,,561.6423965050967
492,Lanai,hawaii,3126.0,8.6,3.19,61884.0,39990.0,55.5,1183.0,444230.0,1049.0,20.2,61.4,1.4,9.1,2,-4.0,,371.57142857142856
493,Lihue,hawaii,17420.0,71.8,3.95,84539.0,34382.0,61.5,4841.0,590612.0,1531.0,35.8,66.8,2.6,7.7,594,537.0,,399.39708265802267
494,Makawao-Pukalani-Kula,hawaii,27872.0,91.4,6.65,94166.0,42976.5,68.4,9509.0,1672728.0,1701.5,34.25,62.9,5.050000000000001,11.15,318,377.3333333333333,,282.1363636363636
495,Molokai,hawaii,6710.0,11.674999999999999,14.03,48941.5,24583.75,67.55,2211.0,1143539.0,1006.5,48.650000000000006,50.325,10.775,21.3,329,328.0,,133.51207729468598
496,North Hilo,hawaii,1280.0,70.7,8.3,59125.0,26876.0,67.66666666666667,550.0,416844.0,890.6666666666666,,47.300000000000004,8.133333333333333,18.133333333333333,26,109.0,,272.96078431372547
497,North Kohala,hawaii,4462.0,52.400000000000006,7.0600000000000005,77310.0,33522.0,76.25,1649.0,1137024.0,1089.0,24.299999999999997,63.25,10.55,13.350000000000001,62,162.0,,345.632
498,North Kona,hawaii,48704.0,51.36666666666667,10.36,76602.0,35920.666666666664,63.03333333333334,17014.0,1826282.0,1329.0,29.233333333333334,62.26666666666667,3.9,8.666666666666666,549,277.0,,328.1451120162933
499,North Shore Kauai,hawaii,7493.0,36.56666666666666,9.7,89323.66666666667,33267.333333333336,66.46666666666667,2536.0,2947414.0,1398.0,22.55,60.666666666666664,6.866666666666667,11.4,62,295.3333333333333,,405.0219679633867
500,North Shore Oahu,hawaii,57346.0,109.0,10.51,80651.66666666667,36920.333333333336,48.26666666666667,18625.0,2428735.0,2088.3333333333335,38.46666666666667,63.9,5.6000000000000005,11.633333333333333,895,264.6666666666667,,488.68337129840546
501,Paia-Haiku,hawaii,13792.0,79.15,6.11,99483.0,40881.5,64.55,4890.0,1669688.0,2151.5,31.700000000000003,69.25,8.05,9.05,78,202.5,,402.45023696682466
502,Primary Urban Center,hawaii,412351.0,3600.9900000000002,32.66,80756.1,40744.9,48.69,153492.0,7085313.0,1736.9,32.75,65.69,4.8100000000000005,10.379999999999999,9232,422.54545454545456,,273.75651537335284
503,Puna,hawaii,47858.0,54.8,16.17,60382.2,30655.2,77.28,17922.0,1295442.0,1226.0,34.160000000000004,54.879999999999995,7.660000000000001,17.5,800,425.8,,178.93687451886066
504,South Hilo,hawaii,53545.0,39.760000000000005,16.3,64326.75,39259.4,75.42,18381.0,2268172.0,1143.0,41.15,63.620000000000005,10.74,13.059999999999999,1658,234.2,,181.8822495606327
505,South Kohala,hawaii,21285.0,27.950000000000003,6.57,88035.0,39704.0,69.9,7503.0,1136363.0,1842.5,31.299999999999997,65.2,7.65,8.4,121,578.5,,529.4148871262965
506,South Kona,hawaii,8414.0,6.75,5.77,67845.0,33826.0,81.6,2934.0,469738.0,1605.0,36.7,51.5,3.6,7.15,44,197.5,,217.2605633802817
507,Waianae,hawaii,52829.0,334.1,4.35,74914.0,31121.0,59.5,13426.0,451524.0,1615.0,49.7,59.9,11.5,19.9,1666,628.0,,272.6901408450704
508,Wailuku-Kahului,hawaii,59110.0,511.79999999999995,7.55,91292.5,36614.5,67.35,17630.0,1226381.0,1445.5,32.0,66.15,4.85,7.35,1239,534.5,,535.5224489795918
509,Waimea-Kekaha,hawaii,5077.0,207.0,6.99,83030.5,31635.5,51.5,1771.0,927480.0,1658.0,32.05,63.349999999999994,3.5,10.3,208,496.0,,358.85714285714283
510,Belmont,san-mateo-county,28201.0,1935.9,2.99,175694.0,89016.0,56.5,11013.0,1678346.0,2675.0,29.4,70.5,6.2,5.9,200,516.0,,170.76470588235293
511,Brisbane,san-mateo-county,4803.0,404.9,3.17,122202.0,60092.0,63.3,1997.0,930325.0,2273.0,20.0,73.6,10.3,6.2,26,354.0,,311.38709677419354
512,Burlingame,san-mateo-county,0.0,,0.0,,,,0.0,0.0,,,,,,14,338.0,,220.5612244897959
513,Daly City,san-mateo-county,64754.0,4420.7,3.59,106742.0,42843.0,60.7,20236.0,932540.0,2551.0,37.8,68.3,4.9,6.3,337,578.0,,152.11111111111111
514,Foster City,san-mateo-county,36571.0,3246.0,3.1,166203.0,85807.0,53.7,14137.0,1409201.0,3428.0,26.0,67.9,4.4,3.5,254,436.0,,183.61111111111111
515,Hillsborough,san-mateo-county,70832.0,1596.0,6.41,171348.5,82148.0,62.8,26526.0,3883128.0,2726.0,27.75,67.6,4.35,4.25,207,483.5,,350.5217391304348
516,Menlo Park,san-mateo-county,41826.0,1930.5,3.33,183750.0,74942.0,60.9,14512.0,2000001.0,2813.0,27.2,67.1,4.6,5.7,353,450.0,,283.7298850574713
517,Millbrae,san-mateo-county,23083.0,2641.2,3.31,141399.0,62659.0,63.0,8108.0,1605549.0,2897.0,32.1,66.1,4.8,6.6,104,540.0,,135.86046511627907
518,Pacifica,san-mateo-county,38609.0,988.0,3.15,138381.0,57326.0,68.7,14000.0,1011669.0,2719.0,31.0,67.9,3.9,5.3,457,485.0,,248.33333333333334
519,Redwood City,san-mateo-county,85190.0,2631.733333333333,10.18,135714.33333333334,65651.66666666667,49.76666666666667,28894.0,4044500.0,2824.3333333333335,32.4,70.56666666666668,4.833333333333333,7.1000000000000005,1052,565.3333333333334,,291.6818181818182
520,San Bruno,san-mateo-county,43846.0,2793.4,3.39,117747.0,50154.0,60.8,15308.0,1028066.0,2490.0,29.8,71.1,4.4,5.4,372,434.0,,179.72815533980582
521,San Carlos,san-mateo-county,31477.0,1985.5,3.13,205912.0,94794.0,70.9,11611.0,1896077.0,2598.0,26.0,72.7,4.9,2.8,79,383.0,,295.64761904761906
522,San Mateo,san-mateo-county,79339.0,3694.4500000000003,6.48,127814.5,57493.0,49.65,29764.0,2439530.0,2712.0,30.6,70.85,5.9,8.0,849,479.5,,189.40597014925373
523,South San Francisco,san-mateo-county,66652.0,2528.6,3.44,113008.0,43987.0,62.0,22016.0,963009.0,2428.0,32.3,68.5,2.7,6.2,846,586.0,,178.36996336996336
524,Woodside,san-mateo-county,26847.0,160.3,3.11,203000.0,76984.0,72.9,9668.0,2000001.0,2454.0,21.4,67.2,2.7,5.4,44,453.0,,454.05405405405406
525,Cambridgeport,cambridge,39707.0,9879.3,2.86,113374.0,47585.0,34.3,15263.0,903157.0,2314.0,30.9,71.9,4.3,11.5,2670,543.0,,205.64761904761906
526,East Cambridge,cambridge,18125.0,6992.15,5.2,117143.0,60339.5,21.75,8903.0,2022045.0,2901.5,31.25,72.55,3.15,12.55,1053,514.5,,253.33014354066987
527,Mid-Cambridge,cambridge,0.0,,0.0,,,,0.0,0.0,,,,,,1,-4.0,,212.4558823529412
528,North Cambridge,cambridge,20060.0,6686.3,2.91,119827.0,69101.0,33.3,9437.0,890146.0,2185.0,24.1,75.7,3.6,12.1,1591,621.0,,180.28813559322035
529,West Cambridge,cambridge,39370.0,5551.3,2.82,108692.0,45158.0,36.9,14377.0,926644.0,2424.0,31.0,61.9,3.2,11.9,921,578.0,,227.5
530,Civic Center,oakland,0.0,,0.0,,,,0.0,0.0,,,,,,1,-4.0,,92.85714285714286
531,Downtown,oakland,16884.0,6803.1,2.58,65536.0,42663.0,10.1,9429.0,842158.0,1543.0,33.2,68.4,7.9,21.4,2520,373.0,,165.02
532,Golf Links,oakland,45334.0,1982.4,3.35,83026.0,42157.0,59.2,16812.0,693323.0,1619.0,43.2,64.9,6.1,12.3,1855,591.0,,270.72727272727275
533,Lincoln Highlands,oakland,31451.0,3338.4,3.24,115087.0,54866.0,58.8,12034.0,920448.0,1684.0,31.2,70.3,6.5,7.2,781,543.0,,145.06451612903226
534,Montclair,oakland,40292.0,2131.1,2.92,147080.0,78899.0,59.1,17675.0,1198254.0,1822.0,26.6,67.7,3.3,5.6,773,409.0,,170.75862068965517
535,North Stonehurst,oakland,35996.0,5151.1,4.22,60068.0,29653.0,43.9,10174.0,447174.0,1672.0,38.7,63.4,5.2,17.6,1200,625.0,,96.25
536,Panoramic Hill,oakland,14150.0,1616.0,2.85,143533.0,67796.0,57.0,5837.0,1412967.0,1949.0,23.4,64.9,4.5,8.6,213,406.0,,215.91666666666666
537,Prescott,oakland,27022.0,1770.9,3.07,66211.0,41300.0,32.9,11678.0,641754.0,1508.0,38.9,69.8,8.4,20.4,2912,486.0,,113.91509433962264
538,Rancho San Antonio,oakland,38595.0,6406.3,3.32,67197.0,34588.0,18.2,15712.0,640080.0,1525.0,29.4,72.1,6.5,15.9,2422,514.0,,98.66666666666667
539,Saint Elizabeth,oakland,52950.0,6390.3,3.95,54972.0,28525.0,32.7,15758.0,581700.0,1437.0,39.0,62.7,7.7,20.4,2079,573.0,,62.333333333333336
540,Skyline-Hillcrest Estates,oakland,26514.0,1226.6,3.24,113554.0,54831.0,69.9,9457.0,786475.0,1929.0,36.4,68.6,4.5,5.4,585,651.0,,224.8
541,Temescal,oakland,24623.0,5708.8,3.12,99783.0,54052.0,33.3,10321.0,933977.0,1931.0,25.9,77.3,5.7,10.4,974,484.0,,153.24074074074073
542,Trestle Glen,oakland,32144.0,5934.4,2.88,117530.0,71789.0,36.5,15656.0,1139334.0,1965.0,24.2,76.8,4.8,7.4,252,481.0,,160.16666666666666
543,Upper Rockridge,oakland,17324.0,2760.5,2.89,172454.0,93252.0,64.0,7409.0,1404251.0,2414.0,23.6,69.7,5.1,5.7,71,443.0,,313.94444444444446
544,Bario Logan,san-diego,0.0,,0.0,,,,0.0,0.0,,,,,,1,-4.0,,154.0
545,Carmel Valley,san-diego,57197.0,1189.6,3.19,166789.0,84057.0,64.4,20632.0,1189465.0,2789.0,29.0,70.7,5.0,4.6,218,235.5,,332.2314049586777
546,City Heights East,san-diego,73085.0,4902.8,3.81,51868.0,24121.0,32.3,22779.0,459403.0,1368.0,38.4,64.6,8.7,25.4,2363,551.0,,144.33333333333334
547,City Heights West,san-diego,0.0,,0.0,,,,0.0,0.0,,,,,,1,-4.0,,158.7828947368421
548,Clairemont Mesa,san-diego,49351.0,2247.4,3.32,85347.0,34857.0,53.3,16870.0,604475.0,1798.0,32.4,66.8,6.4,12.8,1293,470.0,,189.09638554216866
549,College Area,san-diego,61450.0,3845.7,3.27,59931.0,26943.0,36.6,20892.0,578379.0,1596.0,45.1,63.2,8.1,25.0,1592,493.0,,234.66
550,Del Cerro,san-diego,29172.0,1466.5,3.06,103596.0,50732.0,64.9,11544.0,654086.0,2100.0,34.6,67.8,6.6,8.1,416,379.0,,427.24
551,Encanto,san-diego,67745.0,3155.9,3.99,79917.0,31616.0,69.6,18163.0,461317.0,1653.0,38.6,61.7,7.5,12.5,950,688.0,,204.68421052631578
552,La Jolla,san-diego,37505.0,1202.1,2.85,125636.0,61566.0,63.8,16342.0,1620182.0,2222.0,36.2,57.8,6.6,8.7,18,310.5,,556.5292766934558
553,Lake Murray,san-diego,24465.0,1438.9,3.23,101109.0,51454.0,75.9,9224.0,632285.0,1868.0,28.8,64.2,5.2,6.9,384,562.0,,212.77777777777777
554,Loma Portal,san-diego,29753.0,3798.5,2.83,93741.0,52143.0,37.1,13507.0,981378.0,1836.0,28.5,73.5,5.1,8.6,160,578.0,,218.23008849557522
555,Midtown,san-diego,33873.0,3549.3,2.57,84756.0,54694.0,34.0,18550.0,833746.0,1717.0,29.7,71.7,4.0,8.2,1006,383.0,,324.5098814229249
556,Midtown District,san-diego,0.0,,0.0,,,,0.0,0.0,,,,,,1,-4.0,,196.30555555555554
557,Mira Mesa,san-diego,78097.0,2602.5,3.45,105284.0,41818.0,53.9,24903.0,599444.0,2290.0,29.9,69.8,5.1,6.9,479,695.0,,136.2033195020747
558,Mission Valley,san-diego,21995.0,1926.5,2.57,87032.0,53410.0,30.0,11847.0,474182.0,2309.0,34.5,78.6,5.2,9.6,625,574.0,,162.32142857142858
559,Moreno Mission,san-diego,30318.0,2338.0,2.98,87286.0,41313.0,37.1,11875.0,688294.0,1962.0,33.8,63.5,5.4,14.3,479,198.0,,200.32075471698113
560,Mount Hope,san-diego,40083.0,3446.3,3.73,59586.0,30980.0,33.1,14420.0,475665.0,1560.0,34.7,71.9,9.3,16.9,539,584.0,,228.7560975609756
561,Normal Heights,san-diego,31470.0,3595.1,2.67,83869.0,52269.0,33.8,16356.0,690339.0,1645.0,27.1,79.8,5.7,7.5,295,505.0,,162.3068181818182
562,North City,san-diego,12823.0,785.2,2.74,178080.0,83529.0,69.4,5452.0,1799468.0,3000.0,26.0,60.1,5.0,2.3,5,-4.0,,392.3235294117647
563,North Clairemont,san-diego,55195.0,2448.7,3.03,97702.0,46015.0,56.3,20681.0,690062.0,1899.0,30.3,67.8,4.3,9.0,271,503.0,,203.8165137614679
564,North Hills,san-diego,45773.0,4783.5,2.98,79929.0,47188.0,27.5,21951.0,681764.0,1668.0,28.0,80.8,5.9,9.9,723,476.0,,184.88636363636363
565,Northwest,san-diego,76291.0,2340.3,3.42,77005.0,34684.0,51.3,25531.0,544541.0,1677.0,37.2,65.5,10.0,11.9,1335,234.0,,836.9403973509934
566,Paradise Hills,san-diego,35364.0,3816.4,3.91,80594.0,32203.0,56.9,9929.0,466438.0,1768.0,31.2,67.1,6.7,7.8,670,685.0,,165.15625
567,Rancho Bernadino,san-diego,50161.0,1654.5,2.94,112779.0,56988.0,64.3,20465.0,681835.0,2337.0,27.2,63.2,5.2,4.9,119,707.0,,203.81132075471697
568,Rancho Penasquitos,san-diego,104594.0,1225.9,6.77,144076.0,61485.0,69.5,33958.0,1729942.0,2285.5,29.799999999999997,67.25,5.75,4.35,811,513.5,,248.13636363636363
569,Rolling Hills Ranch,san-diego,17742.0,1031.0,3.95,150284.0,46887.0,76.9,4744.0,740644.0,3055.0,26.4,67.4,7.7,3.1,71,473.0,,249.0
570,San Ysidro,san-diego,29634.0,3976.4,4.23,54003.0,24974.0,30.0,8064.0,363810.0,1362.0,41.3,63.5,12.1,17.9,1579,579.0,,150.04761904761904
571,Scripps Ranch,san-diego,36070.0,360.4,3.23,153058.0,70492.0,80.3,12550.0,884969.0,2630.0,29.4,68.3,4.4,3.4,58,849.0,,261.64285714285717
572,Serra Mesa,san-diego,33035.0,1481.2,3.17,97691.0,42644.0,45.8,12035.0,601345.0,2315.0,35.7,72.8,9.4,11.4,279,631.0,,195.2651515151515
573,Sorrento Valley,san-diego,4213.0,129.7,2.98,117200.0,64167.0,54.0,1694.0,822943.0,2188.0,29.6,74.8,6.6,17.3,12,429.0,,306.0
574,Southcrest,san-diego,51461.0,4405.1,4.17,49651.0,22320.0,27.8,13757.0,406494.0,1363.0,39.2,65.7,9.5,22.8,1403,601.0,,153.72727272727272
575,Southwest,san-diego,88589.0,2687.4,3.8,70873.0,31402.0,51.6,25756.0,481142.0,1725.0,37.3,66.7,12.7,11.8,1466,514.0,,214.171875
576,Tierrasanta,san-diego,31593.0,1246.8,3.32,98693.0,57757.0,46.5,11201.0,704936.0,2673.0,38.4,66.9,4.3,6.5,183,646.0,,230.2
577,University City,san-diego,45676.0,3279.1,2.87,88073.0,49126.0,33.0,19242.0,768012.0,2266.0,35.0,64.9,6.4,21.1,119,466.0,,215.28947368421052
578,Wooded Area,san-diego,20889.0,1423.9,2.98,117589.0,43030.0,59.3,7678.0,1080665.0,2022.0,37.6,64.9,3.1,7.9,36,511.0,,502.05
579,Bayview,san-francisco,35982.0,2910.8,3.89,66618.0,31419.0,51.1,10665.0,869217.0,1181.0,38.5,61.8,9.2,18.0,3522,634.0,,138.04093567251462
580,Castro/Upper Market,san-francisco,34474.0,9612.9,2.68,169459.0,99229.0,43.9,17121.0,1592168.0,2426.0,18.6,78.2,4.3,5.8,281,408.0,,309.0576923076923
581,Chinatown,san-francisco,11963.0,17904.6,2.76,65392.0,37297.0,9.5,6583.0,1131802.0,1356.0,28.3,61.9,4.8,19.7,612,440.0,,1045.7288135593221
582,Diamond Heights,san-francisco,29437.0,5620.9,2.89,181329.0,94232.0,54.1,12764.0,1452446.0,2636.0,19.6,74.4,3.5,5.3,419,666.0,,378.3076923076923
583,Financial District,san-francisco,18517.0,8008.1,5.18,190198.5,109995.5,31.549999999999997,9524.0,2586945.0,2811.0,22.15,70.0,6.35,14.85,248,469.5,,1118.6946107784431
584,Haight Ashbury,san-francisco,40701.0,12329.7,2.8,174419.0,85777.0,26.8,17650.0,1477657.0,2545.0,20.5,81.3,2.8,7.2,567,458.0,,205.76975945017182
585,Inner Richmond,san-francisco,41456.0,7982.1,2.85,139043.0,71632.0,35.6,17485.0,1622957.0,2343.0,21.4,70.1,4.3,6.5,598,499.0,,356.13170731707316
586,Lakeshore,san-francisco,29707.0,3662.2,3.16,93995.0,40007.0,45.8,10697.0,1180464.0,2303.0,34.2,65.5,7.9,13.0,783,579.0,,131.5
587,Mission,san-francisco,70859.0,11447.9,3.31,143938.0,60183.0,38.3,26765.0,1260199.0,2130.0,22.4,76.9,5.1,9.9,1395,566.0,,186.5662100456621
588,Nob Hill,san-francisco,56114.0,20085.5,2.51,104476.0,70382.0,16.3,32183.0,1171304.0,2013.0,26.1,74.5,5.9,12.4,1896,387.0,,648.0567567567567
589,Outer Mission,san-francisco,84477.0,9779.0,3.77,112795.0,37847.0,67.8,23480.0,1021712.0,2072.0,30.2,67.2,5.9,9.1,728,652.0,,165.425
590,Outer Richmond,san-francisco,43964.0,6697.2,3.07,116970.0,56821.0,43.7,18051.0,1456271.0,1988.0,23.1,67.5,5.4,9.7,880,583.0,,198.22641509433961
591,Outer Sunset,san-francisco,60144.0,7129.3,3.13,130708.0,58194.0,50.4,22649.0,1260975.0,2413.0,24.6,69.0,5.4,8.4,490,627.0,,166.97421203438395
592,Parkside,san-francisco,45510.0,6956.0,3.26,134652.0,54951.0,74.5,15583.0,1230122.0,2647.0,26.8,65.0,5.5,5.9,298,769.0,,157.33557046979865
593,Potrero Hill,san-francisco,28607.0,5951.9,2.61,164289.0,98245.0,37.5,14248.0,1132785.0,3069.0,23.4,79.9,4.0,7.8,846,467.0,,253.44242424242424
594,Presidio,san-francisco,4199.0,690.1,3.37,218717.0,70096.0,0.0,1340.0,0.0,3501.0,19.2,80.5,2.7,3.4,114,434.0,,293.27272727272725
595,South of Market,san-francisco,43088.0,7925.049999999999,5.73,127267.0,70193.5,25.0,21200.0,2181392.0,2021.5,24.4,75.05000000000001,3.95,13.45,2862,456.0,,264.27868852459017
596,Treasure Island/YBI,san-francisco,3185.0,1396.2,3.36,83077.0,25474.0,0.0,650.0,0.0,2301.0,33.2,73.6,12.7,42.1,113,540.0,,195.0
597,Visitacion Valley,san-francisco,41977.0,6333.8,3.74,93068.0,36558.0,61.9,12660.0,925350.0,1796.0,36.6,65.3,6.0,11.4,1034,664.0,,139.54545454545453
598,West of Twin Peaks,san-francisco,20927.0,4332.5,3.1,180768.0,71943.0,81.1,7325.0,1509135.0,3121.0,20.7,64.5,3.3,4.5,143,379.0,,182.5392156862745
599,Western Addition,san-francisco,34193.0,11617.6,2.95,138023.0,82956.0,26.2,17009.0,1517682.0,2128.0,20.5,71.1,3.7,12.4,3045,481.0,,248.5441478439425
600,District 1,nashville,59520.0,211.13333333333333,8.629999999999999,60224.666666666664,34021.666666666664,63.23333333333334,26288.0,839226.0,1060.0,38.46666666666667,63.53333333333333,7.266666666666666,16.633333333333333,1448,227.33333333333334,,207.0
601,District 10,nashville,32097.0,159.8,2.95,66475.0,36739.0,68.2,13324.0,253333.0,1157.0,30.3,66.8,5.1,9.7,307,216.5,,200.93548387096774
602,District 11,nashville,24267.0,522.7,2.96,79182.0,39565.0,79.4,9527.0,267445.0,1165.0,27.3,66.6,3.2,7.8,477,394.0,,333.7090909090909
603,District 12,nashville,38557.0,535.3,2.99,66793.0,38189.0,57.6,16614.0,256133.0,1224.0,31.3,71.6,4.2,11.8,589,396.0,,97.83636363636364
604,District 15,nashville,31341.0,551.3,3.02,63135.0,38683.0,61.6,14203.0,238739.0,1369.0,28.1,73.1,3.3,7.3,263,452.0,,196.08789386401327
605,District 18,nashville,20917.0,2936.8,2.83,78720.0,26811.0,41.9,6896.0,650927.0,1312.0,29.5,63.8,3.8,10.0,203,278.0,,280.11328125
606,District 19,nashville,34693.0,1178.25,5.91,50175.5,32324.5,22.9,17973.0,645225.0,1267.5,36.3,71.4,4.300000000000001,25.1,3112,266.5,,331.6788537549407
607,District 2,nashville,42347.0,624.65,5.53,51703.0,31431.5,28.8,16994.0,223053.0,1116.5,30.450000000000003,72.65,5.75,14.4,3013,391.5,,246.79591836734693
