population,housing_units,rent_median,rent_burden,neighbourhood_cleansed,city,_merge
,,,,Richmond,portland,right_only
,,,,North Queen Anne,seattle,right_only
,,,,Roseville,san-diego,right_only
29753.0,13507.0,1836.0,28.5,Loma Portal,san-diego,both
,,,,Loma Portal,san-diego,both
,,,,Bay Ho,san-diego,right_only
13953.0,6826.0,2411.0,32.7,East Cambridge,cambridge,both
4172.0,2077.0,3392.0,29.8,East Cambridge,cambridge,both
,,,,District 16,nashville,right_only
,,,,St. Roch,new-orleans,right_only
19227.0,8572.0,1312.0,25.5,District 7,nashville,both
38974.0,14596.0,1595.0,39.8,Valley Glen,los-angeles,both
,,,,Valley Glen,los-angeles,both
,,,,Valley Glen,los-angeles,both
,,,,Sylmar,los-angeles,both
69392.0,26098.0,1404.0,39.7,Crown Heights,new-york-city,both
48973.0,23349.0,981.0,37.4,South Shore,chicago,both
26837.0,10345.0,1914.0,24.9,South Pasadena,los-angeles,both
,,,,South Pasadena,los-angeles,both
,,,,Mann,seattle,right_only
45497.0,12465.0,1982.0,36.9,West Covina,los-angeles,both
34411.0,10674.0,1697.0,38.9,West Covina,los-angeles,both
31649.0,9184.0,1918.0,29.0,West Covina,los-angeles,both
,,,,West Covina,los-angeles,both
38500.0,12110.0,1420.0,38.7,Inglewood,los-angeles,both
29278.0,10456.0,1550.0,34.5,Inglewood,los-angeles,both
23415.0,6844.0,1498.0,35.4,Inglewood,los-angeles,both
15254.0,5880.0,1662.0,33.7,Inglewood,los-angeles,both
,,,,Inglewood,los-angeles,both
,,,,Inglewood,los-angeles,both
,,,,Inglewood,los-angeles,both
,,,,Inglewood,los-angeles,both
,,,,Inglewood,los-angeles,both
,,,,Inglewood,los-angeles,both
25907.0,8032.0,1466.0,41.1,Whittier,los-angeles,both
21236.0,6490.0,1963.0,28.5,Whittier,los-angeles,both
42600.0,11107.0,1572.0,32.9,Whittier,los-angeles,both
,,,,Whittier,los-angeles,both
,,,,Whittier,los-angeles,both
,,,,Whittier,los-angeles,both
,,,,Exposition Park,los-angeles,right_only
,,,,Reseda,los-angeles,both
78205.0,24289.0,1618.0,39.9,Reseda,los-angeles,both
,,,,Reseda,los-angeles,both
29559.0,11634.0,1612.0,27.2,78750,austin,both
,,,,Inner Sunset,san-francisco,both
34261.0,14437.0,1242.0,27.6,Uptown,new-orleans,both
,,,,Uptown,new-orleans,both
,,,,Little Italy,san-diego,both
,,,,Sequoyah,oakland,both
,,,,Murray Hill,new-york-city,both
0.0,0.0,,,Murray Hill,new-york-city,both
0.0,0.0,,,Murray Hill,new-york-city,both
,,,,Murray Hill,new-york-city,both
,,,,Charter Oak,los-angeles,right_only
55053.0,21825.0,1373.0,29.4,Ward B (councilmember Mira Prinz-Arey),jersey-city,both
,,,,Ward B (councilmember Mira Prinz-Arey),jersey-city,both
,,,,Ward B (councilmember Mira Prinz-Arey),jersey-city,both
,,,,District 24,nashville,right_only
,,,,Harrison/Denny-Blaine,seattle,right_only
36969.0,16864.0,1150.0,39.5,Bayou St. John,new-orleans,both
,,,,Bayou St. John,new-orleans,both
,,,,Alta Vista,san-diego,right_only
41112.0,17609.0,1975.0,29.5,Jamaica Plain,boston,both
,,,,West Riverside,new-orleans,right_only
,,,,Irvington,portland,both
96730.0,31962.0,1465.0,32.1,Hawthorne,los-angeles,both
,,,,Hawthorne,los-angeles,both
,,,,Hawthorne,los-angeles,both
50852.0,15909.0,2244.0,29.4,Rancho Penasquitos,san-diego,both
53742.0,18049.0,2327.0,30.2,Rancho Penasquitos,san-diego,both
,,,,Rancho Penasquitos,san-diego,both
31687.0,10655.0,2023.0,34.7,Weston,broward-county,both
43450.0,14423.0,1578.0,32.1,Torrance,los-angeles,both
44744.0,17173.0,1943.0,29.2,Torrance,los-angeles,both
33022.0,11662.0,1889.0,34.9,Torrance,los-angeles,both
37533.0,14177.0,2000.0,29.1,Torrance,los-angeles,both
,,,,Torrance,los-angeles,both
,,,,Torrance,los-angeles,both
,,,,Torrance,los-angeles,both
,,,,Torrance,los-angeles,both
,,,,Oak Center,oakland,right_only
,,,,Pill Hill,oakland,right_only
,,,,Vernon,portland,right_only
,,,,Interbay,seattle,right_only
71003.0,24917.0,1121.0,27.9,Portage Park,chicago,both
27022.0,11678.0,1508.0,38.9,Prescott,oakland,both
,,,,Prescott,oakland,both
,,,,Prescott,oakland,both
,,,,Cypress Hills,new-york-city,right_only
42704.0,11676.0,1819.0,33.1,Woodhaven,new-york-city,both
,,,,Audubon,new-orleans,both
,,,,Sunnyside,portland,right_only
,,,,Grant Hill,san-diego,right_only
11963.0,6583.0,1356.0,28.3,Chinatown,san-francisco,both
,,,,Chinatown,san-francisco,both
,,,,Arnold Creek,portland,right_only
1756.0,720.0,780.0,15.9,Le Sueur,twin-cities,both
1055.0,464.0,1093.0,28.6,Le Sueur,twin-cities,both
1316.0,525.0,655.0,21.4,Le Sueur,twin-cities,both
589.0,252.0,1625.0,22.7,Le Sueur,twin-cities,both
4039.0,1510.0,739.0,19.5,Le Sueur,twin-cities,both
5992.0,2523.0,745.0,33.5,Le Sueur,twin-cities,both
4795.0,1897.0,960.0,28.5,Le Sueur,twin-cities,both
13104.0,4418.0,1076.0,21.9,Le Sueur,twin-cities,both
2701.0,1179.0,742.0,24.2,Le Sueur,twin-cities,both
17243.0,7070.0,2210.0,24.6,El Segundo,los-angeles,both
,,,,78728,austin,both
,,,,78728,austin,both
25359.0,12665.0,1267.0,29.5,78728,austin,both
25396.0,15755.0,1810.0,25.8,Eastlake,seattle,both
16455.0,6229.0,976.0,28.0,District 4,dallas,both
55108.0,18934.0,960.0,41.6,District 4,dallas,both
,,,,District 4,dallas,both
36373.0,11712.0,996.0,36.2,District 4,dallas,both
,,,,District 4,dallas,both
,,,,District 4,dallas,both
,,,,District 4,dallas,both
,,,,Eastlake Trails,san-diego,right_only
,,,,Tulane - Gravier,new-orleans,both
,,,,Boerum Hill,new-york-city,right_only
25572.0,8785.0,1553.0,42.1,Mattapan,boston,both
45661.0,12983.0,1825.0,27.3,Springfield Gardens,new-york-city,both
41507.0,14701.0,1780.0,29.6,Monrovia,los-angeles,both
,,,,Monrovia,los-angeles,both
,,,,Monrovia,los-angeles,both
44030.0,15456.0,1947.0,38.0,Whitestone,new-york-city,both
22890.0,10186.0,2121.0,22.0,Lawton Park,seattle,both
,,,,Lake Balboa,los-angeles,right_only
,,,,District 20,nashville,both
,,,,Ward D (councilmember Michael Yun),jersey-city,both
43151.0,17009.0,1466.0,32.3,Ward D (councilmember Michael Yun),jersey-city,both
,,,,Maple Leaf,seattle,right_only
,,,,Lincoln Heights,los-angeles,right_only
,,,,Atlantic,seattle,right_only
26061.0,11867.0,2150.0,31.6,Sherman Oaks,los-angeles,both
,,,,Sherman Oaks,los-angeles,both
31901.0,14925.0,2044.0,31.8,Sherman Oaks,los-angeles,both
,,,,Sherman Oaks,los-angeles,both
,,,,Sherman Oaks,los-angeles,both
60529.0,21959.0,1375.0,32.7,Washington Heights,new-york-city,both
60739.0,20079.0,1541.0,29.0,Washington Heights,new-york-city,both
45771.0,16502.0,1499.0,34.9,Washington Heights,new-york-city,both
,,,,South End,boston,both
27718.0,13847.0,1418.0,41.5,South End,boston,both
19013.0,11649.0,1343.0,26.7,Cheesman Park,denver,both
,,,,The Port,cambridge,right_only
,,,,Lihue,hawaii,both
17420.0,4841.0,1531.0,35.8,Lihue,hawaii,both
39399.0,13284.0,1308.0,38.9,Pleasant Valley,portland,both
,,,,Greenwich Village,new-york-city,right_only
,,,,Agua Dulce,los-angeles,right_only
,,,,Gaskill,oakland,right_only
20889.0,7678.0,2022.0,37.6,Wooded Area,san-diego,both
,,,,Wooded Area,san-diego,both
,,,,Valverde,denver,right_only
51831.0,13555.0,1833.0,33.8,South Ozone Park,new-york-city,both
14804.0,8787.0,2331.0,25.0,Loop,chicago,both
1142.0,581.0,2137.0,,Loop,chicago,both
1275.0,734.0,2246.0,32.7,Loop,chicago,both
687.0,401.0,2169.0,,Loop,chicago,both
3298.0,2388.0,2125.0,24.5,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
,,,,Loop,chicago,both
75213.0,22504.0,1027.0,30.7,District 3,dallas,both
16743.0,4984.0,1092.0,38.9,District 3,dallas,both
17545.0,6501.0,1036.0,34.4,District 3,dallas,both
18823.0,7943.0,983.0,40.1,District 3,dallas,both
17629.0,5315.0,1683.0,42.1,District 3,dallas,both
45773.0,21951.0,1668.0,28.0,North Hills,san-diego,both
,,,,"Woodridge, Fort Lincoln, Gateway",washington-dc,both
,,,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",washington-dc,right_only
34474.0,17121.0,2426.0,18.6,Castro/Upper Market,san-francisco,both
,,,,Castro/Upper Market,san-francisco,both
78470.0,29843.0,1522.0,33.6,Van Nest,new-york-city,both
,,,,North Linden,columbus,both
85255.0,32419.0,1609.0,31.1,Woodside,new-york-city,both
1171.0,420.0,1148.0,16.7,Pierce,twin-cities,both
6860.0,2693.0,794.0,20.7,Pierce,twin-cities,both
2179.0,852.0,969.0,18.9,Pierce,twin-cities,both
7195.0,2847.0,1094.0,38.0,Pierce,twin-cities,both
23511.0,8370.0,914.0,24.2,Pierce,twin-cities,both
1017.0,438.0,788.0,27.5,Pierce,twin-cities,both
1949.0,800.0,806.0,24.8,Pierce,twin-cities,both
1041.0,409.0,717.0,21.1,Pierce,twin-cities,both
1238.0,463.0,691.0,17.8,Pierce,twin-cities,both
3369.0,1387.0,850.0,32.1,Pierce,twin-cities,both
,,,,Chinatown,oakland,right_only
,,,,Ward 8,salem,right_only
,,,,Cortez Hill,san-diego,right_only
73256.0,30201.0,1474.0,36.2,Kingsbridge,new-york-city,both
82480.0,27795.0,1392.0,43.8,Kingsbridge,new-york-city,both
,,,,Albany Park,chicago,right_only
,,,,Hollygrove,new-orleans,right_only
,,,,Auraria,denver,right_only
,,,,Castaic Canyons,los-angeles,both
33131.0,10380.0,2001.0,40.9,Castaic Canyons,los-angeles,both
,,,,Castaic Canyons,los-angeles,both
19772.0,6288.0,2194.0,37.8,Castaic Canyons,los-angeles,both
85538.0,31057.0,1482.0,39.2,Sheepshead Bay,new-york-city,both
84859.0,34712.0,1457.0,39.2,Sheepshead Bay,new-york-city,both
,,,,Ward 1,salem,both
4412.0,1655.0,1004.0,33.7,District 3,nashville,both
77661.0,33024.0,1038.0,40.9,East Harlem,new-york-city,both
37042.0,14350.0,971.0,42.7,East Harlem,new-york-city,both
,,,,East Harlem,new-york-city,both
55751.0,18374.0,1494.0,40.6,Van Nuys,los-angeles,both
54404.0,18686.0,1642.0,38.1,Van Nuys,los-angeles,both
,,,,Van Nuys,los-angeles,both
,,,,Van Nuys,los-angeles,both
,,,,Van Nuys,los-angeles,both
23902.0,9037.0,1647.0,36.9,Van Nuys,los-angeles,both
,,,,Van Nuys,los-angeles,both
,,,,Van Nuys,los-angeles,both
,,,,City Park West,denver,right_only
54907.0,24961.0,1470.0,41.0,Margate,broward-county,both
,,,,Margate,broward-county,both
79070.0,24018.0,1570.0,33.8,Bellflower,los-angeles,both
,,,,Bellflower,los-angeles,both
63481.0,28030.0,951.0,43.1,Chatham,chicago,both
97690.0,33996.0,1386.0,49.3,East New York,new-york-city,both
107724.0,33551.0,1436.0,45.4,East New York,new-york-city,both
15917.0,7845.0,832.0,32.7,East New York,new-york-city,both
,,,,East New York,new-york-city,both
9270.0,2855.0,827.0,31.4,District 7,dallas,both
17960.0,7008.0,941.0,39.3,District 7,dallas,both
,,,,District 7,dallas,both
,,,,District 7,dallas,both
39669.0,18636.0,2274.0,26.0,Greenpoint,new-york-city,both
,,,,North Tabor,portland,right_only
77520.0,27567.0,1151.0,29.2,Dunning,chicago,both
,,,,Brentwood-Darlington,portland,right_only
9782.0,4840.0,1765.0,33.7,Lowry Field,denver,both
,,,,Gateway - Green Valley Ranch,denver,right_only
64638.0,20564.0,1116.0,36.2,Humboldt Park,chicago,both
15317.0,10221.0,1342.0,26.0,Downtown,columbus,both
,,,,Downtown,columbus,both
,,,,Downtown,columbus,both
,,,,Downtown,columbus,both
,,,,Downtown,columbus,both
,,,,Far Rockaway,new-york-city,right_only
,,,,Neighborhood Nine,cambridge,right_only
54447.0,25181.0,2478.0,28.0,East Village,new-york-city,both
60000.0,29407.0,1740.0,27.7,East Village,new-york-city,both
,,,,East Village,new-york-city,both
,,,,East Village,new-york-city,both
,,,,Bay Village,boston,right_only
,,,,Southwest,san-diego,both
88589.0,25756.0,1725.0,37.3,Southwest,san-diego,both
40311.0,16738.0,2158.0,29.6,Red Hook,new-york-city,both
,,,,Milan,new-orleans,right_only
22776.0,8887.0,1495.0,33.9,North Park Hill,denver,both
9642.0,3198.0,920.0,35.3,Sherburne,twin-cities,both
20148.0,6920.0,1242.0,22.8,Sherburne,twin-cities,both
5402.0,1903.0,1075.0,25.0,Sherburne,twin-cities,both
43549.0,15212.0,1112.0,28.7,Sherburne,twin-cities,both
,,,,Sherburne,twin-cities,both
16845.0,5868.0,1156.0,28.2,Sherburne,twin-cities,both
16619.0,6961.0,846.0,25.4,Sherburne,twin-cities,both
35231.0,11240.0,1851.0,47.9,Santa Clarita,los-angeles,both
,,,,Santa Clarita,los-angeles,both
42252.0,12914.0,2152.0,32.9,Santa Clarita,los-angeles,both
33461.0,10766.0,2579.0,30.7,Santa Clarita,los-angeles,both
,,,,Santa Clarita,los-angeles,both
,,,,Santa Clarita,los-angeles,both
,,,,Santa Clarita,los-angeles,both
50611.0,16359.0,2441.0,53.8,Westwood,los-angeles,both
0.0,0.0,,,Westwood,los-angeles,both
67745.0,18163.0,1653.0,38.6,Encanto,san-diego,both
,,,,Haller Lake,seattle,right_only
,,,,Glenfair,portland,right_only
24073.0,13534.0,1587.0,25.5,Washington Park,denver,both
,,,,Washington Park,denver,both
,,,,Columbia City,seattle,right_only
,,,,Twin Peaks,san-francisco,right_only
,,,,District 30,nashville,right_only
41767.0,21709.0,1276.0,41.4,Hyde Park,chicago,both
76091.0,33099.0,1885.0,26.8,Forest Hills,new-york-city,both
28630.0,14412.0,1445.0,26.8,Buckman,portland,both
30461.0,16989.0,2038.0,27.1,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",washington-dc,both
,,,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",washington-dc,both
,,,,La Mirada,los-angeles,both
46335.0,14803.0,1796.0,34.3,La Mirada,los-angeles,both
2103.0,0.0,,,La Mirada,los-angeles,both
21178.0,9755.0,1230.0,33.3,78752,austin,both
,,,,78752,austin,both
21727.0,8255.0,1528.0,27.7,Lomita,los-angeles,both
,,,,Brighton,seattle,right_only
,,,,Hillsboro Beach,broward-county,right_only
39370.0,14377.0,2424.0,31.0,West Cambridge,cambridge,both
22488.0,11090.0,1061.0,23.7,Near South,columbus,both
,,,,Mid-Cambridge,cambridge,both
,,,,Santa Fe,oakland,right_only
,,,,Upper Peralta Creek-Bartlett,oakland,right_only
,,,,Theater District,new-york-city,both
,,,,District 4,nashville,right_only
,,,,78754,austin,both
29690.0,10990.0,1382.0,31.4,78754,austin,both
,,,,Goose Hollow,portland,right_only
,,,,"Douglas, Shipley Terrace",washington-dc,right_only
,,,,Unincorporated,broward-county,both
,,,,Harvey Park,denver,right_only
,,,,Parkrose Heights,portland,right_only
20927.0,7325.0,3121.0,20.7,West of Twin Peaks,san-francisco,both
21582.0,8680.0,2244.0,35.6,San Pedro,los-angeles,both
,,,,San Pedro,los-angeles,both
,,,,San Pedro,los-angeles,both
0.0,0.0,,,Pearl,portland,both
19632.0,13794.0,1477.0,29.9,Pearl,portland,both
,,,,Pearl,portland,both
7956.0,3556.0,1911.0,26.3,Ladera Heights,los-angeles,both
26090.0,13151.0,1561.0,33.0,North Beach,san-francisco,both
,,,,North Delridge,seattle,right_only
,,,,Lauderdale By The Sea,broward-county,both
15169.0,6731.0,2115.0,31.8,Pacific Grove,pacific-grove,both
,,,,Platt Park,denver,both
36867.0,12330.0,1824.0,34.5,Altadena,los-angeles,both
,,,,Altadena,los-angeles,both
71380.0,19134.0,1507.0,35.6,Pomona,los-angeles,both
50563.0,14712.0,1498.0,36.8,Pomona,los-angeles,both
36706.0,8635.0,1411.0,35.9,Pomona,los-angeles,both
,,,,Pomona,los-angeles,both
32499.0,10464.0,1795.0,33.3,Arcadia,los-angeles,both
33689.0,11708.0,1833.0,34.9,Arcadia,los-angeles,both
,,,,Arcadia,los-angeles,both
,,,,Arcadia,los-angeles,both
34063.0,10191.0,2009.0,39.3,Rosedale,new-york-city,both
79522.0,22797.0,1348.0,42.8,Northeast Antelope Valley,los-angeles,both
6914.0,2022.0,1268.0,28.9,Northeast Antelope Valley,los-angeles,both
29707.0,10697.0,2303.0,34.2,Lakeshore,san-francisco,both
17383.0,6376.0,825.0,29.4,Mille Lacs,twin-cities,both
83.0,32.0,,,Mille Lacs,twin-cities,both
1712.0,656.0,861.0,26.7,Mille Lacs,twin-cities,both
9472.0,3619.0,797.0,37.9,Mille Lacs,twin-cities,both
3567.0,1338.0,804.0,37.7,Mille Lacs,twin-cities,both
230.0,85.0,1034.0,35.7,Mille Lacs,twin-cities,both
693.0,308.0,713.0,32.0,Mille Lacs,twin-cities,both
78097.0,24903.0,2290.0,29.9,Mira Mesa,san-diego,both
,,,,Mira Mesa,san-diego,both
,,,,South Delridge,seattle,right_only
,,,,Eastmoreland,portland,both
74017.0,24329.0,1472.0,37.3,Pembroke Pines,broward-county,both
31671.0,12071.0,1693.0,35.7,Pembroke Pines,broward-county,both
27530.0,8730.0,2158.0,31.6,Pembroke Pines,broward-county,both
,,,,Pembroke Pines,broward-county,both
27190.0,12698.0,1819.0,24.0,North Admiral,seattle,both
34583.0,12660.0,1337.0,32.0,St. Johns,portland,both
,,,,Sumner,portland,right_only
,,,,St. Thomas Dev,new-orleans,both
24890.0,8962.0,2931.0,33.9,Rancho Palos Verdes,los-angeles,both
42417.0,15397.0,3045.0,31.6,Rancho Palos Verdes,los-angeles,both
,,,,Laurelton,new-york-city,right_only
59658.0,20844.0,1581.0,29.5,Highland Park,los-angeles,both
,,,,Highland Park,los-angeles,both
45551.0,22974.0,2269.0,27.7,"Shaw, Logan Circle",washington-dc,both
,,,,"Shaw, Logan Circle",washington-dc,both
,,,,"Shaw, Logan Circle",washington-dc,both
24465.0,9224.0,1868.0,28.8,Lake Murray,san-diego,both
,,,,Lake Murray,san-diego,both
,,,,Powellhurst-Gilbert,portland,right_only
,,,,Glen Park,san-francisco,right_only
,,,,Mckinley Park,chicago,right_only
,,,,Dakota,twin-cities,both
36504.0,12212.0,1250.0,28.7,Dakota,twin-cities,both
1748.0,651.0,941.0,18.1,Dakota,twin-cities,both
29474.0,11427.0,1067.0,23.5,Dakota,twin-cities,both
59141.0,20177.0,1616.0,44.0,Dakota,twin-cities,both
24999.0,7818.0,881.0,25.9,Dakota,twin-cities,both
1292.0,470.0,1293.0,18.5,Dakota,twin-cities,both
31352.0,11078.0,1465.0,24.3,Dakota,twin-cities,both
20610.0,8326.0,984.0,33.6,Dakota,twin-cities,both
21943.0,9258.0,1209.0,35.6,Dakota,twin-cities,both
13697.0,5283.0,1222.0,25.6,Dakota,twin-cities,both
450.0,170.0,850.0,,Dakota,twin-cities,both
28774.0,12466.0,1107.0,39.2,Dakota,twin-cities,both
5230.0,2058.0,884.0,19.5,Dakota,twin-cities,both
8590.0,3761.0,1339.0,29.4,Dakota,twin-cities,both
32019.0,13628.0,1335.0,28.1,Dakota,twin-cities,both
27555.0,10191.0,1402.0,23.3,Dakota,twin-cities,both
55237.0,21128.0,1458.0,31.3,Dakota,twin-cities,both
137.0,58.0,725.0,,Dakota,twin-cities,both
16116.0,6166.0,1354.0,31.3,Dakota,twin-cities,both
47810.0,18906.0,1320.0,28.7,Dakota,twin-cities,both
12650.0,4436.0,1335.0,21.0,Wright,twin-cities,both
7150.0,2854.0,825.0,43.3,Wright,twin-cities,both
25118.0,9246.0,1110.0,30.3,Wright,twin-cities,both
5376.0,1856.0,844.0,27.5,Wright,twin-cities,both
9572.0,3457.0,965.0,25.6,Wright,twin-cities,both
3479.0,1154.0,1531.0,20.8,Wright,twin-cities,both
3531.0,1482.0,843.0,20.3,Wright,twin-cities,both
5238.0,1939.0,889.0,18.5,Wright,twin-cities,both
19601.0,7250.0,1156.0,26.5,Wright,twin-cities,both
5465.0,1876.0,991.0,,Wright,twin-cities,both
17992.0,6078.0,1084.0,,Wright,twin-cities,both
3538.0,1395.0,1063.0,18.3,Wright,twin-cities,both
2973.0,1076.0,934.0,20.0,Wright,twin-cities,both
2960.0,1179.0,2068.0,21.5,Washington,twin-cities,both
3801.0,1014.0,1541.0,39.3,Washington,twin-cities,both
38162.0,12719.0,1571.0,27.1,Washington,twin-cities,both
23143.0,8520.0,1610.0,25.4,Washington,twin-cities,both
11935.0,4138.0,1189.0,48.5,Washington,twin-cities,both
3562.0,1532.0,1306.0,37.5,Washington,twin-cities,both
2293.0,956.0,1938.0,,Washington,twin-cities,both
3951.0,1706.0,981.0,33.7,Washington,twin-cities,both
5739.0,2298.0,1667.0,23.4,Washington,twin-cities,both
3824.0,1309.0,882.0,,Washington,twin-cities,both
36233.0,13914.0,1343.0,29.7,Washington,twin-cities,both
,,,,Washington,twin-cities,both
384.0,162.0,1786.0,,Washington,twin-cities,both
8889.0,3237.0,1637.0,44.0,Washington,twin-cities,both
45329.0,17239.0,1662.0,28.0,Washington,twin-cities,both
28766.0,11641.0,1137.0,34.7,Washington,twin-cities,both
28685.0,9981.0,1756.0,25.3,Washington,twin-cities,both
,,,,Memorial,san-diego,right_only
19264.0,6515.0,1129.0,43.4,Broadmoor,new-orleans,both
,,,,Broadmoor,new-orleans,both
19152.0,8644.0,1726.0,29.1,78735,austin,both
53729.0,22557.0,1892.0,27.2,Wedgwood,seattle,both
,,,,Excelsior,san-francisco,right_only
,,,,Seaview,seattle,right_only
31648.0,14195.0,1638.0,34.5,Mount Baker,seattle,both
,,,,Piedmont Avenue,oakland,right_only
41270.0,12211.0,1252.0,48.6,University Park,los-angeles,both
3498.0,5.0,,,University Park,los-angeles,both
26411.0,11310.0,2183.0,28.9,Pico-Robertson,los-angeles,both
,,,,Pico-Robertson,los-angeles,both
,,,,View Park-Windsor Hills,los-angeles,right_only
67252.0,25164.0,1617.0,35.2,Jackson Heights,new-york-city,both
102104.0,31438.0,1727.0,34.8,Elmhurst,new-york-city,both
,,,,Elmhurst,new-york-city,both
,,,,East Riverside,new-orleans,both
26361.0,7908.0,1360.0,30.0,Wailuku-Kahului,hawaii,both
32749.0,9722.0,1531.0,34.0,Wailuku-Kahului,hawaii,both
,,,,Edenwald,new-york-city,right_only
36640.0,11655.0,1922.0,36.8,DIA,denver,both
,,,,Athens,los-angeles,right_only
31046.0,14425.0,1377.0,44.0,Baldwin Hills/Crenshaw,los-angeles,both
35049.0,15276.0,1613.0,28.7,Kenton,portland,both
,,,,CBD,denver,both
,,,,CBD,denver,both
,,,,CBD,denver,both
,,,,CBD,denver,both
,,,,CBD,denver,both
0.0,0.0,,,CBD,denver,both
0.0,0.0,,,CBD,denver,both
,,,,CBD,denver,both
25046.0,13925.0,1438.0,28.0,Congress Park,denver,both
,,,,Mid-Beacon Hill,seattle,right_only
,,,,Vincent,los-angeles,right_only
30589.0,12189.0,1292.0,28.0,Norwood Park,chicago,both
28665.0,12471.0,1269.0,25.4,Norwood Park,chicago,both
19778.0,9767.0,1387.0,37.2,Berkeley,denver,both
,,,,Cobble Hill,new-york-city,right_only
30318.0,11875.0,1962.0,33.8,Moreno Mission,san-diego,both
,,,,Moreno Mission,san-diego,both
91789.0,31670.0,1572.0,39.6,Midwood,new-york-city,both
6629.0,2495.0,952.0,27.9,St. Croix,twin-cities,both
963.0,403.0,822.0,24.1,St. Croix,twin-cities,both
3537.0,1497.0,1088.0,21.3,St. Croix,twin-cities,both
4016.0,1489.0,875.0,21.5,St. Croix,twin-cities,both
33213.0,12833.0,1277.0,31.0,St. Croix,twin-cities,both
19430.0,7209.0,911.0,20.3,St. Croix,twin-cities,both
4700.0,1696.0,1529.0,25.6,St. Croix,twin-cities,both
7130.0,2739.0,940.0,23.0,St. Croix,twin-cities,both
1020.0,421.0,1143.0,18.0,St. Croix,twin-cities,both
2564.0,1013.0,842.0,26.3,St. Croix,twin-cities,both
1468.0,565.0,,,St. Croix,twin-cities,both
19578.0,7867.0,1556.0,28.8,Lakeview,new-orleans,both
,,,,Lakeview,new-orleans,both
1518.0,0.0,,,"Howard University, Le Droit Park, Cardozo/Shaw",washington-dc,both
,,,,"Howard University, Le Droit Park, Cardozo/Shaw",washington-dc,both
,,,,DUMBO,new-york-city,right_only
78296.0,31594.0,1016.0,47.3,Brownsville,new-york-city,both
,,,,Ridgewood,new-york-city,both
,,,,Roseway,portland,right_only
,,,,Ashcreek,portland,right_only
,,,,Sunrise,broward-county,both
23099.0,8319.0,2139.0,26.7,Sunrise,broward-county,both
,,,,Sunrise,broward-county,both
34699.0,12589.0,1670.0,42.9,Sunrise,broward-county,both
,,,,Harvard Heights,los-angeles,right_only
54812.0,23071.0,1158.0,48.1,Historic Anacostia,washington-dc,both
,,,,Historic Anacostia,washington-dc,both
,,,,Del Mar Heights,san-diego,right_only
41274.0,17142.0,1099.0,30.9,District 9,nashville,both
,,,,Hilltop,denver,right_only
50295.0,23272.0,1111.0,32.6,Rogers Park,chicago,both
,,,,Avondale,chicago,right_only
,,,,Creston-Kenilworth,portland,right_only
20226.0,9384.0,1029.0,27.0,Clintonville,columbus,both
26453.0,12859.0,1044.0,27.9,Clintonville,columbus,both
,,,,Navarre,new-orleans,right_only
36571.0,14137.0,3428.0,26.0,Foster City,san-mateo-county,both
,,,,Northwest District,portland,right_only
28607.0,14248.0,3069.0,23.4,Potrero Hill,san-francisco,both
18995.0,8013.0,1381.0,37.4,Virginia Village,denver,both
,,,,Country Club,denver,right_only
40083.0,14420.0,1560.0,34.7,Mount Hope,san-diego,both
32077.0,17467.0,2228.0,25.5,Near South Side,chicago,both
,,,,South Lake Union,seattle,right_only
100225.0,28202.0,1235.0,43.6,Westmont,los-angeles,both
,,,,South Park,san-diego,right_only
,,,,Shafter,oakland,right_only
,,,,Irish Channel,new-orleans,right_only
,,,,Far Northwest,columbus,right_only
38908.0,14259.0,908.0,51.9,Mott Haven,new-york-city,both
43846.0,15308.0,2490.0,29.8,San Bruno,san-mateo-county,both
26806.0,10467.0,1759.0,25.3,78738,austin,both
49351.0,16870.0,1798.0,32.4,Clairemont Mesa,san-diego,both
,,,,First Hill,seattle,right_only
,,,,Core,san-diego,right_only
,,,,North Center,chicago,right_only
,,,,78759,austin,both
44978.0,21605.0,1394.0,26.2,78759,austin,both
,,,,Civic Center,denver,both
,,,,Marlyville - Fontainbleau,new-orleans,right_only
,,,,Grand Lake,oakland,right_only
23083.0,8108.0,2897.0,32.1,Millbrae,san-mateo-county,both
64031.0,26184.0,1097.0,48.7,"River Terrace, Benning, Greenway, Dupont Park",washington-dc,both
,,,,"River Terrace, Benning, Greenway, Dupont Park",washington-dc,both
102553.0,23182.0,1510.0,42.4,Pacoima,los-angeles,both
,,,,Pacoima,los-angeles,both
,,,,Washington Virginia Vale,denver,right_only
,,,,Rosedale,denver,right_only
,,,,Westchester,los-angeles,both
41411.0,15666.0,2542.0,31.2,Westchester,los-angeles,both
,,,,Westchester,los-angeles,both
,,,,Westchester,los-angeles,both
,,,,Westchester,los-angeles,both
12812.0,6625.0,2380.0,30.4,Westchester,los-angeles,both
,,,,Riverside,cambridge,right_only
